source_id,chunk_id,title,target_collection,use_mode,risk_scope,review_priority,review_status,issues,content_preview
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00000_df28ca3f8982,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,"Self-harm: assessment, management and preventing recurrence NICE guideline Published: 7 September 2022 www.nice.org.uk/guidance/ng225"
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00001_8028e3cc1c80,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,"Your responsibility The recommendations in this guideline represent the view of NICE, arrived at after careful consideration of the evidence available. When exercising their judgement, professionals and practitioners are expected to take this guideline fully i"
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00006_75fa1e8ab7cb,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,41 Care plan ................................................................................................................................................ 41 Cognitive behavioural therapy-informed psychological intervention .................................
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00007_971fecad4d0e,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,42 Mechanical restraint ............................................................................................................................. 42 Psychosocial assessment ...................................................................................
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00008_b0b280b8be71,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,Risk formulation ..................................................................................................................................... 42 Safety plan ..............................................................................................
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00009_9a8a17725916,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,44 2 Assessment in non-specialist settings ............................................................................................ 44 3 Routine admission to hospital .........................................................................................
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00010_268f2a91cbb6,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,47 Consent and confidentiality ................................................................................................................. 48 Safeguarding ...................................................................................................
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00011_bbb690e5e254,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,54 Assessment and care by professionals from other sectors .............................................................. 59 Admission to and discharge from hospital ......................................................................................... 61 I
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00012_069cdb36a8d8,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,70 Training ................................................................................................................................................... 71 Supervision .....................................................................................
NICE_SELF_HARM,NICE_SELF_HARM_d77a0488_00013_08de9a4c7e0f,"Self-harm: assessment, management and preventing recurrence",safety,safety_only,safety_route_only,P0,pending,requires_chunk_level_high_risk_review,Update information .................................................................................................................... 77 Page 5 of
